Age,Gender,Class,PrevScore,Attendance,Assignments,FailedSubjects,InternalScore,StudyDaily,SelfWeekly,Coaching,PrepLevel,Internet,Extracurriculars,ParentEdu,FamilySupport,FinalScore
21,Female,Grade 11,89.104298782913,96.57002570258922,15,0,22.848526621139886,7.154682513329971,26.799993337853685,Yes,High,Yes,Yes,Bachelor,Medium,89.0
19,Female,Grade 9,62.94714436816122,68.07622438070057,9,2,20.82954214943181,0.5822443704233544,5.376635677189524,Yes,Low,Yes,No,Master,High,39.0
15,Female,Grade 11,52.68159047457047,72.31980745688713,11,3,19.451958728975878,7.147218085635497,25.622197517346788,Yes,Medium,Yes,No,Bachelor,High,43.0
18,Female,Grade 10,77.65824398618288,81.98487682742814,14,0,25.778523685970832,2.536131631248939,16.641248619450607,No,Medium,Yes,Yes,Bachelor,High,67.0
14,Female,Grade 9,90.93173337691734,45.11802323507379,9,1,17.514543576445277,0.792292729763173,11.530393077242621,No,Medium,Yes,Yes,Master,Medium,44.0
19,Male,Grade 10,77.96317442272915,98.20474595854924,15,0,28.160412451086366,6.858427027721557,26.331383022969305,No,High,Yes,No,Master,Medium,84.0
22,Male,University Undergrad,72.457574527383,86.8579123755398,11,2,19.771980017538166,6.979000669911562,21.91322282802447,No,High,Yes,No,High School,High,63.0
14,Female,Grade 12,74.90969107331193,75.53809178289033,11,2,21.29988759122895,4.971733098817625,21.530708766370005,No,High,No,No,Bachelor,Medium,59.0
16,Female,University Undergrad,86.97808795390665,57.36981694824037,10,1,23.721098927867853,4.808253179722688,24.087606864001142,No,Medium,Yes,Yes,Bachelor,High,58.0
20,Female,Grade 12,59.5096087598302,72.96124947911957,12,3,20.71675782126999,6.598402044660645,28.904549439869072,Yes,Low,Yes,Yes,Master,High,48.0
17,Female,University Undergrad,68.65783475096424,65.48741046914107,10,2,21.677089701244615,6.397321645327098,26.395242494410297,No,High,Yes,Yes,PhD,High,60.0
22,Other,Grade 11,64.5677182178856,76.03353555063612,13,1,23.365891418882377,7.175791050820281,30.794642018318306,No,Medium,Yes,No,Master,Medium,61.0
16,Male,Grade 10,55.985616312499474,64.79495459075618,8,3,18.162163615990263,4.645605856975276,19.096970388362895,Yes,Low,Yes,No,Bachelor,Medium,36.0
18,Male,Grade 12,66.05949688699837,96.98746285356847,12,2,21.717753785825927,7.757353195496065,30.15636849598931,Yes,Medium,No,No,High School,Medium,57.0
16,Male,Grade 9,83.29265315178938,81.41237580244808,13,1,26.157042615139723,7.971101232000039,26.870976997024577,No,Medium,Yes,No,Bachelor,Medium,75.0
20,Male,Grade 10,76.7992257807127,95.460448309911,14,0,22.511671057831382,1.3740845749897443,9.99905009343637,No,Medium,Yes,Yes,Bachelor,High,76.0
18,Female,Grade 9,77.7317260012984,57.22176223213452,10,2,20.7109582532883,6.871578196655916,29.60333732187932,No,High,Yes,Yes,Bachelor,High,56.0
22,Male,Grade 10,71.75770733983981,90.03337023859149,13,1,24.809128581984293,4.248666933114418,15.977730564882581,No,Low,Yes,No,Bachelor,Medium,57.0
20,Female,Grade 10,76.27988539274307,82.30391992408099,12,1,24.930396052005975,3.406747537248741,12.635912323353363,Yes,Low,Yes,Yes,Bachelor,High,62.0
15,Male,University Undergrad,60.39291589182274,48.36404253329365,8,3,18.859515344586725,5.098042324120362,20.58659378943218,Yes,Medium,Yes,Yes,PhD,Medium,40.0
17,Female,Grade 12,66.28588136887325,93.42314262819336,13,1,20.895009417128264,0.9197416794650527,7.079238427223159,Yes,Medium,No,No,High School,Medium,61.0
22,Female,Grade 12,72.30405084362413,79.50239070639397,11,1,23.61512776594555,4.298458390753099,19.84281833547056,No,Low,Yes,No,Bachelor,Medium,52.0
15,Male,Grade 10,73.33019030658268,96.28912723943527,13,0,21.010215823022484,7.0316792752,24.735259247758876,No,Medium,Yes,No,Bachelor,High,74.0
22,Female,Grade 11,73.84225425906247,64.31037350269817,9,1,22.92317047153704,2.100961371042266,16.45820295993494,No,Medium,Yes,Yes,Bachelor,Medium,50.0
18,Male,Grade 11,68.33997661580347,74.41970199301814,12,2,21.146253720668913,3.6979242107706884,12.224744338428899,Yes,High,Yes,No,Bachelor,Medium,59.0
15,Male,Grade 9,65.47091918643605,98.5086432925693,14,1,25.795857983301808,7.546106657861566,31.399524332243903,No,Low,Yes,No,High School,Medium,63.0
17,Male,Grade 9,100.0,77.81555096101344,15,0,26.95711581586903,3.7142287835427297,13.84813866570388,No,High,Yes,No,High School,Medium,83.0
20,Male,University Undergrad,80.88144727518878,58.96880657752968,10,1,26.369764213541462,3.1877572424929874,9.175323523726892,No,Low,Yes,No,High School,Medium,45.0
21,Male,Grade 10,74.95776971143147,69.97961296463464,10,3,20.935291950626034,3.804024860925337,17.125700051822612,No,Medium,Yes,No,High School,Low,45.0
16,Female,Grade 9,67.20149802152328,48.18864438568336,12,3,20.681341092281166,4.395895748881673,17.423863288603368,No,Medium,Yes,Yes,Bachelor,High,39.0
14,Female,Grade 9,64.58537407667347,88.24732009649652,13,2,21.973419119972558,5.239935080986016,17.390977139248957,No,Low,Yes,No,High School,Medium,47.0
17,Female,Grade 10,68.43039287527654,89.23279533488812,14,1,21.625254082787247,6.505196006875483,19.47145734548066,Yes,Medium,Yes,No,Bachelor,Medium,62.0
15,Male,University Undergrad,73.5139461230402,70.68578877977019,12,2,22.558131222003425,3.890766543232357,16.647217267882702,Yes,Low,Yes,Yes,High School,Low,47.0
21,Female,Grade 9,47.43477347124302,79.17689991374837,12,3,16.011702163706893,6.631107013176052,27.82083171439961,Yes,Low,Yes,Yes,Bachelor,High,40.0
17,Male,University Undergrad,51.16732485550379,89.70521842704846,13,1,17.498004575809052,4.502904960140604,20.26357535968115,No,Medium,No,No,Bachelor,Medium,51.0
15,Male,Grade 12,62.35741133273251,87.54144088960464,11,2,20.778587500480977,3.0386038277598324,14.285931429797294,No,Medium,Yes,Yes,Bachelor,High,56.0
19,Female,University Undergrad,72.48567324134282,46.35125089217349,8,4,18.027336990994865,5.434631210895606,22.740436352340026,Yes,Low,No,No,Bachelor,High,30.0
19,Male,Grade 11,67.12872223417779,65.83964694637584,8,4,17.222689310157925,5.882916910576185,22.567108334594984,No,Low,Yes,No,Master,High,34.0
17,Female,Grade 11,87.73745471319381,75.07549939392166,11,0,22.135241776479273,4.685367317221156,14.766929222572355,No,Low,Yes,Yes,High School,High,63.0
19,Female,University Undergrad,52.21123855605077,62.902493836891495,8,4,14.767719684620811,0.9246122985104256,3.5111549398609476,No,Medium,Yes,No,Bachelor,Low,29.0
15,Male,Grade 11,60.98385436475955,88.52707376802816,13,3,23.48664159906642,1.7741215637061867,9.712859104164522,No,Medium,Yes,Yes,Bachelor,High,54.0
15,Male,Grade 12,88.24110089189321,59.99684095503043,10,2,22.62301956483937,2.6397329066767115,12.437238860931911,No,Low,Yes,No,High School,Medium,47.0
17,Male,Grade 10,71.57343189610177,39.53799827865442,8,3,18.184753182179204,2.6196920446361984,15.41202416942889,Yes,Low,Yes,No,Bachelor,High,32.0
21,Female,Grade 11,80.6181109936139,64.75619846733404,11,1,23.844799425019186,5.55065600185153,23.92388067687883,Yes,Medium,Yes,No,High School,High,58.0
20,Male,Grade 11,94.61496331923357,64.16826613944036,10,1,24.848066462914325,0.6376149625522444,8.728243934933582,No,High,Yes,No,Master,High,66.0
22,Male,University Undergrad,61.67434698517813,84.96539187625129,12,1,24.791178263734924,6.167613327871399,22.66199184438265,No,Medium,Yes,No,High School,Low,55.0
21,Male,Grade 12,68.80822794649562,32.95950497633164,7,5,18.103256326613277,2.4900685610519986,8.328249172825577,Yes,High,Yes,No,High School,Medium,24.0
18,Female,Grade 10,66.73087718882954,56.32247654501612,10,3,20.683278796867317,2.825163846620768,14.711704951060376,No,Low,No,No,Bachelor,Medium,33.0
15,Male,University Undergrad,46.54488394620069,81.75055004744523,9,3,17.196514358838783,4.459323709579432,19.9534790685248,No,High,No,No,Bachelor,Low,34.0
18,Male,University Undergrad,66.27523835492838,70.86085444365207,8,2,20.43753673604471,2.1194420070421813,4.192731633693486,No,Medium,Yes,No,Bachelor,Low,38.0
21,Female,Grade 12,80.57274624856798,84.45886083987475,11,0,23.914457746161688,7.1335348518164565,23.89758999570138,Yes,High,Yes,Yes,High School,Medium,77.0
22,Female,Grade 10,76.48707450174689,99.73715110598975,15,1,24.975159926977376,1.1402658449492395,6.3476344026660305,No,Medium,Yes,No,Master,High,69.0
22,Male,Grade 12,77.42899803265612,75.45734113060814,13,1,28.20052334595641,3.8328677172579866,16.85365375514427,No,Medium,No,No,PhD,Medium,62.0
14,Male,Grade 10,65.493892232326,90.16348394593588,11,1,20.232591229169998,6.870667020911675,23.201919764437942,Yes,Medium,Yes,Yes,Bachelor,Medium,64.0
22,Male,Grade 12,62.126833167932304,82.72552256562106,12,2,19.541986424729497,5.118829208159268,20.242083918003882,No,Medium,Yes,No,Master,Medium,52.0
20,Female,University Undergrad,85.23106806278345,84.84900255616503,15,0,25.754515635968655,2.692471368819751,12.445809285400276,Yes,High,Yes,Yes,Bachelor,High,82.0
22,Male,University Undergrad,64.03219424370796,61.632199241179855,10,2,16.019499109994744,3.6557015583234556,15.489656260357183,Yes,Medium,No,No,High School,High,43.0
21,Female,Grade 9,73.52898446551856,59.95867035704092,12,2,24.34902839757804,5.800207852568859,20.25144067660434,No,High,Yes,Yes,Bachelor,Medium,58.0
14,Female,Grade 11,71.96001616813047,80.40182804565184,13,1,18.36253310609111,7.799455575229245,26.4814115634877,Yes,Medium,Yes,No,High School,Low,57.0
21,Female,Grade 12,87.54060419508542,71.16908587822304,10,1,24.16334182387391,7.1985403878457515,23.354819984195174,No,Medium,Yes,No,PhD,Medium,66.0
21,Male,Grade 9,81.65694829206832,38.06368567728259,7,2,20.58833505653756,3.068246062867826,15.344940510324975,No,Low,No,No,High School,High,37.0
16,Female,Grade 11,54.45689655199455,73.11622530891863,10,1,22.03797636152847,7.986484094658931,30.6727601697509,No,High,No,Yes,Bachelor,Medium,56.0
14,Female,Grade 12,55.74936199869952,77.48437303342757,11,1,14.819903275645984,0.526284976482937,4.267001079072795,Yes,Medium,Yes,Yes,High School,Medium,52.0
21,Female,Grade 10,76.94691781682961,69.54058039760905,12,0,21.587176989397207,0.7072231685631132,11.683589793740474,No,Medium,Yes,Yes,Bachelor,Low,58.0
16,Male,Grade 11,69.22794823145,62.3970356168147,10,4,20.240063395593367,6.678803863783954,24.092607249025715,Yes,Medium,Yes,No,High School,Low,39.0
16,Other,University Undergrad,64.53793859255484,96.94014348463598,9,1,18.51252904357263,1.99597015124789,15.578467325133353,No,Medium,Yes,Yes,Master,High,61.0
14,Male,Grade 9,82.18753460793366,55.83945898468441,7,2,20.00508440663331,0.9557695129718065,5.940927017420609,No,High,No,No,High School,Medium,44.0
18,Male,Grade 11,72.24951258506692,83.82397531212813,9,2,20.28792669820905,2.2786105492737665,5.7560983180229925,Yes,Low,Yes,No,Master,Medium,49.0
20,Male,Grade 11,70.62948864267332,86.0463762909033,13,1,20.273438937461847,3.6957511548564517,17.29384693930641,No,Medium,Yes,No,Master,Medium,64.0
22,Female,University Undergrad,79.35794368906059,44.70015023603552,8,3,21.919307829135327,5.979247028250536,23.68337640010857,No,Low,Yes,Yes,Bachelor,High,39.0
20,Male,Grade 12,65.49869206067723,47.98550144533896,8,4,13.790101061313624,5.182516449134042,20.650730733324874,Yes,High,Yes,No,High School,Low,32.0
22,Male,Grade 10,88.82222782567065,47.091026617215476,7,2,22.379573520046286,2.2821591317031533,9.919779959777491,No,Low,No,Yes,High School,High,39.0
21,Male,University Undergrad,60.54342852120391,21.437758337814437,5,5,14.24130564904697,4.274528360754383,17.71986840580569,No,Low,Yes,No,Master,Medium,15.0
15,Male,Grade 10,77.88314879610506,43.350321037977146,9,3,23.609205644734285,7.446605790489266,25.80603899785922,Yes,Medium,Yes,No,High School,High,46.0
14,Female,Grade 12,87.20599406391814,63.67542574023324,8,1,26.285154287383566,6.612558327378183,23.930626283139297,No,Medium,Yes,Yes,High School,High,61.0
20,Female,Grade 11,53.4724541287348,91.42701071278836,10,2,16.69905315491291,2.9239233862384504,16.296666926010577,Yes,Medium,Yes,Yes,Bachelor,Medium,51.0
20,Male,Grade 10,65.87997788977061,73.38801677173271,11,2,23.290780769570315,7.866984210167722,29.153604319093446,No,Low,Yes,No,High School,Low,47.0
21,Male,Grade 9,83.70648871462669,64.87641536573804,13,2,24.775731848331187,5.814653003263483,24.27381317178638,No,High,No,No,High School,Low,54.0
18,Female,Grade 9,83.8869345727723,77.2077038675595,14,0,24.17846720162962,0.9683701675008634,7.20950498262522,No,High,Yes,No,Bachelor,High,69.0
16,Male,University Undergrad,67.94205279534113,89.8410526660973,14,1,26.413551156772797,0.7637053496647901,6.265064011580045,No,Medium,No,Yes,Bachelor,Low,59.0
21,Male,Grade 12,61.18394687587769,70.34972719924144,9,3,19.278342264643555,1.763059617575225,6.828731260059744,Yes,Medium,Yes,No,High School,Medium,43.0
19,Other,University Undergrad,81.47122986796914,30.03991457728365,7,3,20.969789685480123,5.958919010376101,21.76664719342371,Yes,Medium,No,No,Bachelor,Medium,39.0
16,Female,University Undergrad,84.20258923097926,57.25793599737186,9,2,24.21487279639315,1.8780419438182092,1.0,Yes,Low,Yes,No,Bachelor,Medium,45.0
14,Male,University Undergrad,56.02403981785126,85.30680645699894,11,4,19.08657136716392,4.3361507690662515,16.23778640828185,No,Medium,Yes,No,Bachelor,Low,39.0
16,Female,Grade 9,55.55303621240344,63.36184722084357,6,4,14.972168426597651,1.199450901356238,8.352730172496198,No,Medium,Yes,No,High School,High,29.0
18,Male,Grade 9,72.7030801838032,75.90877194249909,11,2,19.221079715477977,7.406646183726464,28.91095951398986,No,Medium,No,Yes,Bachelor,High,55.0
16,Female,University Undergrad,77.5523276011467,96.52296581556485,13,0,23.636058712573472,3.079704601876757,13.433080173055401,Yes,Medium,Yes,No,Bachelor,Medium,74.0
14,Male,Grade 9,66.41117097723934,59.70751856999031,9,2,20.528745042364815,7.310990424204731,27.97599189934919,No,High,Yes,Yes,Bachelor,Medium,52.0
18,Male,Grade 12,78.15152583978819,87.97638191721042,9,1,21.384762316584016,7.586567314329082,21.220335958816513,No,Medium,No,Yes,High School,Medium,63.0
20,Male,University Undergrad,61.47836071795142,80.2565067646717,12,1,22.100323665851057,0.5459648548526059,6.467384007936968,No,Medium,Yes,No,High School,High,57.0
20,Female,Grade 9,44.623676811115175,71.68606484842725,6,5,13.692045409956613,3.9810139039904904,11.90453333323126,No,Low,Yes,No,Master,Medium,20.0
22,Female,Grade 10,64.91318713200884,81.46677430271725,13,2,19.893031456897624,0.6849204178016967,3.429850706427092,Yes,Medium,Yes,Yes,Bachelor,Medium,53.0
16,Male,University Undergrad,70.75878575815722,83.03208656465317,13,1,20.180079902633864,7.315195747271794,26.3840905982238,Yes,Medium,Yes,No,Bachelor,Medium,69.0
20,Male,University Undergrad,66.68992048124252,77.21928260877539,11,1,20.3569604297215,4.388056585509319,21.99296172014862,No,Medium,Yes,No,PhD,High,62.0
14,Female,Grade 12,56.096760836086176,77.75835726695625,12,3,18.170895271008064,1.0620800952387262,9.299860576126356,Yes,High,Yes,Yes,Bachelor,Medium,49.0
17,Male,Grade 11,48.212212289454186,69.83996798596645,8,3,15.648419410467541,1.3270754620742515,9.035919377634105,Yes,High,Yes,No,Bachelor,Medium,37.0
17,Male,Grade 11,63.83093434758523,81.82048340987494,12,4,19.329911551991582,3.376317683695543,15.070361882685322,Yes,Medium,Yes,No,High School,Medium,43.0
18,Other,Grade 12,80.77186925979693,72.29593081349476,12,2,22.92358920044963,7.551756446546671,25.514382660026612,Yes,Medium,Yes,Yes,PhD,Medium,63.0
20,Male,Grade 12,85.07436927296419,40.47886503513013,3,3,21.121013289782663,5.696818636760606,20.458505670163767,No,High,Yes,No,Bachelor,Medium,38.0
20,Female,Grade 12,84.25256060966146,93.1660868553362,13,0,25.813584725854753,7.007141496418493,27.303552625667873,Yes,Medium,Yes,No,Bachelor,Medium,77.0
17,Other,Grade 11,60.20908557821736,50.9007334204046,8,4,15.969696318122217,3.248424847549847,10.589192987316059,No,Low,Yes,No,Bachelor,Medium,23.0
20,Male,Grade 12,56.15552411643563,94.9119713772936,13,3,19.933055107423833,0.8241027466249874,9.251470390724025,No,Medium,Yes,Yes,Master,High,52.0
16,Male,Grade 9,75.95961537975874,74.64266925632326,13,2,26.616412228621783,7.8073822790331056,27.256625635742758,No,Low,No,No,Bachelor,Low,46.0
19,Male,University Undergrad,77.6212001391751,82.34378956457867,11,0,23.4451467377178,0.6287974299677717,9.36306351451201,No,High,No,Yes,High School,Medium,65.0
15,Female,University Undergrad,74.80203526240597,90.68688246103311,12,0,24.146308671331454,7.607387398108168,30.705442566020757,Yes,Medium,Yes,No,Bachelor,Medium,72.0
22,Female,Grade 10,45.83124070914684,94.62824398146145,10,2,14.32844573544115,3.265080678868585,9.775989999088534,No,Medium,No,Yes,Bachelor,Medium,46.0
18,Female,Grade 10,59.5973849813984,95.59511466275706,15,1,23.972315750548876,0.5756780376641114,4.98229182331068,No,Low,No,No,High School,Medium,56.0
19,Male,University Undergrad,69.64373451656826,82.07610298974369,12,3,26.564951424241254,5.668679237933812,19.439454649979567,No,Medium,Yes,No,Master,High,61.0
17,Female,Grade 9,75.84661833556513,70.3816226205287,10,0,20.253055048753982,7.854052280235156,23.12397294548604,No,High,Yes,Yes,High School,Medium,68.0
20,Female,Grade 11,79.20768835122985,61.931009152533115,10,2,20.144416388168654,7.742192921281944,25.128978935217603,No,Low,Yes,Yes,Bachelor,High,47.0
22,Female,Grade 11,71.73104226738448,88.8114925032513,14,0,24.030626274480525,1.7070275840181384,17.444850287850436,No,Medium,Yes,Yes,Bachelor,High,70.0
20,Female,Grade 9,73.96940567845883,86.12295597966008,13,0,25.211557902047254,1.8593585454961623,12.406605325125806,No,High,No,Yes,Bachelor,High,74.0
14,Female,Grade 11,71.01838550033325,75.84701003483309,15,0,24.020897755966125,4.741541859647451,24.976489484759615,Yes,Medium,Yes,No,Bachelor,High,72.0
14,Female,Grade 12,78.2274324906218,85.7205775879939,13,0,22.2057403727057,5.279786198212433,23.326653914692304,Yes,Medium,Yes,No,PhD,Medium,76.0
22,Female,University Undergrad,73.75438781789093,75.90519359071544,11,3,21.867042573350737,6.045634352493992,20.91137357445655,No,Medium,Yes,No,Bachelor,Medium,50.0
22,Male,University Undergrad,70.78885192056745,81.37130196538158,11,2,22.687288263001733,1.8578777035411063,9.428319520601189,No,Medium,Yes,No,High School,High,53.0
17,Male,Grade 9,66.77957441035143,83.04506457357375,11,1,19.8751845615115,7.692553150733259,29.8429679929207,Yes,Low,Yes,No,Bachelor,Medium,61.0
22,Female,Grade 11,70.97549710050977,66.0906605011368,8,3,20.74294278894513,5.290544422169284,22.18415187692696,No,Low,No,Yes,High School,Medium,36.0
16,Male,Grade 10,75.8150965460713,73.2218866007451,11,2,24.82577421302741,6.852851891529161,23.82652962746248,No,Medium,Yes,Yes,High School,Medium,54.0
20,Female,Grade 10,73.20970466677673,94.82072513377473,15,1,25.12240218489624,4.5504928646312885,14.121499082156246,No,High,No,No,High School,Medium,73.0
19,Other,Grade 11,74.56991702014304,67.42549768330507,9,3,20.858087861472022,3.6070763569241193,25.684512632938574,No,Low,Yes,No,High School,Medium,35.0
21,Female,Grade 10,86.11266233621423,83.79887055438459,11,1,26.21455365102874,7.82887179946247,28.063166381358993,No,Low,Yes,No,Bachelor,High,56.0
22,Male,Grade 9,73.18196707295905,50.93526587128064,11,3,20.25752509305068,4.8659102811487704,18.62051416389845,No,Medium,Yes,No,Bachelor,Medium,44.0
18,Male,Grade 9,62.212017754322105,90.92953165819355,11,1,17.866317216811908,7.001551870993842,26.344659004697426,No,High,No,No,High School,High,64.0
14,Male,Grade 11,80.60328143193003,88.63891692745902,10,1,22.254178383194702,7.649692972747174,27.220893150308434,No,Medium,Yes,Yes,Master,Medium,67.0
16,Female,Grade 10,53.60561994797299,88.79280409058228,11,2,17.070698413298995,5.565159702564944,22.063665830811285,Yes,High,Yes,Yes,High School,Medium,53.0
21,Female,Grade 9,57.02303943112855,95.72244839128395,11,2,17.131257268978093,4.617040088890062,22.711962125019443,No,Low,Yes,No,Master,Low,45.0
19,Female,Grade 9,74.03016717664083,68.51306439503023,11,1,25.80030371865905,0.5263313818298796,6.205348706430367,Yes,High,No,No,Bachelor,Medium,58.0
21,Male,Grade 12,76.19676001343895,82.49442857980857,12,1,27.58333842167637,0.800147305542545,3.9123105986443507,Yes,Medium,Yes,Yes,High School,Medium,61.0
22,Female,Grade 12,55.059385317952064,77.18012661635059,11,2,17.63780031241258,2.0063841203833723,10.534220977714284,No,Medium,Yes,No,PhD,High,54.0
17,Female,Grade 9,65.406190228159,43.72027223633809,9,2,19.26467594512853,1.8950632389199644,9.29198437253016,No,Medium,Yes,No,Bachelor,Medium,35.0
14,Male,Grade 11,62.7269940133641,86.28074040285848,11,2,19.50304649587857,2.41069096399884,16.503769703737074,No,High,Yes,No,Bachelor,Medium,57.0
14,Female,University Undergrad,64.15988412542085,44.56193156740214,8,2,20.380308638653815,2.787009782732456,16.87438654241008,Yes,Low,Yes,Yes,High School,Medium,37.0
17,Male,University Undergrad,81.32317331527535,78.50766011851896,14,1,28.2092591200685,3.200491201630462,14.924048606183781,No,Low,No,No,Bachelor,Low,57.0
20,Male,Grade 9,78.47806556256702,85.70486891749248,12,1,20.14108551513411,3.654032675516574,12.125890462091952,No,Medium,Yes,No,Bachelor,Medium,65.0
15,Female,Grade 9,69.77053384175551,56.564624671411856,10,3,21.572795035149017,1.2414975384201101,5.046815824940493,No,High,No,Yes,High School,Low,40.0
16,Male,Grade 9,63.44845687462087,94.5093609943149,13,1,18.742715359268544,0.8177144896458652,7.498513253691257,Yes,High,Yes,No,High School,High,66.0
14,Female,Grade 11,53.80420395735831,91.13807854022122,14,2,23.61071844055555,5.554583368047676,22.672719012106867,No,Medium,Yes,No,Bachelor,High,60.0
18,Female,Grade 12,87.04221926538338,68.69752940189628,8,1,23.622273246830805,4.530011186323083,17.466165100991084,No,Medium,No,No,High School,Medium,56.0
14,Female,Grade 9,77.10536680341902,48.74783017447964,6,3,17.77437428395853,3.8310815166508974,15.052735797330989,Yes,Low,Yes,Yes,High School,Medium,31.0
21,Male,Grade 9,61.519970751122315,88.07960048677992,12,3,19.821351374348755,5.258299558762642,18.996500976751985,Yes,High,Yes,No,Bachelor,Low,49.0
14,Female,Grade 10,78.6351939714987,91.8475447482139,12,1,23.14908427776742,6.707595554026554,25.052604781347824,No,High,Yes,Yes,Master,High,77.0
14,Female,Grade 11,69.1573165531045,77.39163470487203,11,2,22.215022529725864,3.7076968183715344,8.974803398895409,No,Medium,Yes,No,High School,High,56.0
15,Female,Grade 9,66.55468594165188,74.99936286835872,11,1,22.728095730018666,5.3083959878898455,17.621208077360407,No,Medium,Yes,No,High School,High,58.0
15,Male,Grade 10,75.22253833947522,79.50315358517685,13,2,21.41475975061829,7.65179167876369,26.074222499949016,No,High,Yes,No,Master,Medium,62.0
19,Male,University Undergrad,61.102021001047305,57.479098401128056,8,4,21.23124653536702,6.797183718961706,29.01406074174088,No,High,Yes,No,High School,Medium,34.0
20,Female,Grade 9,65.87492176587868,88.86587769714247,11,1,23.719697902150756,3.695006078768071,13.643577310517426,No,Medium,Yes,No,Bachelor,Medium,60.0
18,Male,Grade 9,71.45753277039455,54.58020463926443,8,3,17.87419275223015,5.3353762836105725,21.54753327632534,Yes,Medium,Yes,No,PhD,High,42.0
14,Female,Grade 10,64.00658568537744,65.36562313521486,9,2,18.94692072580011,1.8280319143695483,11.163723995901634,Yes,Medium,No,No,Master,High,41.0
14,Female,Grade 11,78.02902252321029,57.053698515997,8,3,24.360754926204024,4.703916386713174,23.005498677121807,No,Medium,Yes,Yes,High School,Medium,44.0
16,Female,Grade 9,92.42879804413913,89.53422630703876,11,0,28.284930115516126,7.859962183538321,32.36761877150741,Yes,Medium,Yes,Yes,Bachelor,High,80.0
15,Female,University Undergrad,60.948422408714286,75.91871059855441,11,3,18.8495317549804,4.387363364018917,17.989581185672,No,Medium,Yes,Yes,High School,High,47.0
18,Female,Grade 9,50.01849644435147,74.93483537434965,10,3,18.299045584672704,7.457287243926105,25.94540750820999,No,Medium,Yes,No,PhD,Medium,45.0
19,Female,University Undergrad,45.97911799028486,57.48905266014356,10,3,21.856886848161913,3.555011903774455,13.673536402846295,No,Medium,Yes,No,PhD,High,39.0
20,Female,Grade 12,68.19438230206022,81.5630194120839,10,1,20.515863090781135,7.9913362038847335,28.250818944256856,No,Medium,Yes,No,High School,Medium,54.0
17,Female,Grade 12,62.04202491848581,72.73569523642846,10,3,17.809775147483787,4.844150264206684,18.230350729649253,No,Medium,No,Yes,Bachelor,Medium,40.0
20,Male,University Undergrad,72.49432601280496,96.16553400813855,15,2,24.843704906743792,0.8170174567695092,9.111934598383224,No,High,No,No,Master,Medium,62.0
